======================================================================
BELUGA CHALLENGE - LÖSUNGSPROTOKOLL
======================================================================

Problem: problems/problem_90_s132_j137_r8_oc81_f43.json
Lösungsdatum: 11.08.2025 20:02:37
Anzahl Schritte: 10561/20000
Erfolgreicher Abschluss: Ja
Benötigte Zeit: 5 Min 14.3 Sek

======================================================================
AKTIONSSTATISTIK (NACH OPTIMIERUNG)
======================================================================

left_unstack_rack        : 2076 ( 23.7%)
left_stack_rack          : 2082 ( 23.8%)
unload_beluga            :  114 (  1.3%)
right_unstack_rack       : 2090 ( 23.9%)
right_stack_rack         : 2087 ( 23.8%)
deliver_to_hangar        :  103 (  1.2%)
load_beluga              :  107 (  1.2%)
get_from_hangar          :  102 (  1.2%)

======================================================================
OPTIMIERUNG
======================================================================

Ursprüngliche Anzahl Schritte: 10561
Optimierte Anzahl Schritte: 8761
Optimierung/Reduktion: 17.04%

======================================================================
OPTIMIERTE AKTIONSSEQUENZ
======================================================================

  1: left_unstack_rack         | Parameter: rack=5, trailer=0
8017: right_unstack_rack        | Parameter: rack=4, trailer=2
8018: left_unstack_rack         | Parameter: rack=3, trailer=0
8019: right_stack_rack          | Parameter: rack=4, trailer=1
8020: right_unstack_rack        | Parameter: rack=3, trailer=1
8021: left_stack_rack           | Parameter: rack=3, trailer=0
8022: left_unstack_rack         | Parameter: rack=7, trailer=0
8023: right_stack_rack          | Parameter: rack=3, trailer=0
8024: right_unstack_rack        | Parameter: rack=7, trailer=0
8025: right_stack_rack          | Parameter: rack=0, trailer=0
8026: right_unstack_rack        | Parameter: rack=4, trailer=0
8027: right_stack_rack          | Parameter: rack=5, trailer=1
8028: right_unstack_rack        | Parameter: rack=2, trailer=1
8029: left_stack_rack           | Parameter: rack=1, trailer=0
8030: right_stack_rack          | Parameter: rack=7, trailer=0
8031: right_unstack_rack        | Parameter: rack=2, trailer=0
8032: right_stack_rack          | Parameter: rack=0, trailer=0
8033: right_unstack_rack        | Parameter: rack=2, trailer=0
8034: right_stack_rack          | Parameter: rack=4, trailer=2
8035: right_unstack_rack        | Parameter: rack=1, trailer=2
8036: right_stack_rack          | Parameter: rack=7, trailer=2
8037: right_unstack_rack        | Parameter: rack=5, trailer=2
8038: left_unstack_rack         | Parameter: rack=6, trailer=0
8039: left_stack_rack           | Parameter: rack=1, trailer=0
8040: right_stack_rack          | Parameter: rack=3, trailer=1
8041: right_unstack_rack        | Parameter: rack=4, trailer=1
8042: right_stack_rack          | Parameter: rack=4, trailer=0
8043: right_unstack_rack        | Parameter: rack=6, trailer=0
8044: left_unstack_rack         | Parameter: rack=6, trailer=0
8045: right_stack_rack          | Parameter: rack=4, trailer=1
8046: right_unstack_rack        | Parameter: rack=6, trailer=1
8047: right_stack_rack          | Parameter: rack=3, trailer=2
8048: right_unstack_rack        | Parameter: rack=0, trailer=2
8049: left_stack_rack           | Parameter: rack=6, trailer=0
8050: left_unstack_rack         | Parameter: rack=2, trailer=0
8051: right_stack_rack          | Parameter: rack=1, trailer=0
8052: right_unstack_rack        | Parameter: rack=0, trailer=0
8053: right_stack_rack          | Parameter: rack=5, trailer=0
8054: right_unstack_rack        | Parameter: rack=6, trailer=0
8055: right_stack_rack          | Parameter: rack=0, trailer=1
8056: right_unstack_rack        | Parameter: rack=4, trailer=1
8057: left_stack_rack           | Parameter: rack=4, trailer=0
8058: right_stack_rack          | Parameter: rack=2, trailer=0
8059: right_unstack_rack        | Parameter: rack=6, trailer=0
8060: right_stack_rack          | Parameter: rack=7, trailer=2
8061: right_unstack_rack        | Parameter: rack=1, trailer=2
8062: right_stack_rack          | Parameter: rack=0, trailer=0
8063: right_unstack_rack        | Parameter: rack=5, trailer=0
8064: left_unstack_rack         | Parameter: rack=1, trailer=0
8065: right_stack_rack          | Parameter: rack=5, trailer=1
8066: right_unstack_rack        | Parameter: rack=0, trailer=1
8067: left_stack_rack           | Parameter: rack=2, trailer=0
8068: left_unstack_rack         | Parameter: rack=4, trailer=0
8069: right_stack_rack          | Parameter: rack=1, trailer=0
8070: left_stack_rack           | Parameter: rack=1, trailer=0
8071: right_unstack_rack        | Parameter: rack=0, trailer=0
8072: right_stack_rack          | Parameter: rack=6, trailer=2
8073: right_unstack_rack        | Parameter: rack=2, trailer=2
8074: left_unstack_rack         | Parameter: rack=6, trailer_id=0
8075: left_stack_rack           | Parameter: rack=2, trailer=0
8076: right_stack_rack          | Parameter: rack=7, trailer=1
8077: right_unstack_rack        | Parameter: rack=5, trailer=1
8078: right_stack_rack          | Parameter: rack=2, trailer=1
8079: right_unstack_rack        | Parameter: rack=5, trailer=1
8080: left_unstack_rack         | Parameter: rack=2, trailer_id=0
8081: load_beluga               | Parameter: trailer_beluga=0
8082: left_unstack_rack         | Parameter: rack=3, trailer=0
8083: left_stack_rack           | Parameter: rack=5, trailer=0
8084: right_stack_rack          | Parameter: rack=2, trailer=1
8085: right_unstack_rack        | Parameter: rack=0, trailer=1
8086: right_stack_rack          | Parameter: rack=2, trailer=0
8087: right_unstack_rack        | Parameter: rack=4, trailer=0
8088: right_stack_rack          | Parameter: rack=6, trailer=1
8089: right_unstack_rack        | Parameter: rack=0, trailer=1
8090: right_stack_rack          | Parameter: rack=3, trailer=1
8091: right_unstack_rack        | Parameter: rack=0, trailer_id=1
8092: right_stack_rack          | Parameter: rack=4, trailer=1
8093: right_unstack_rack        | Parameter: rack=0, trailer_id=1
8094: left_unstack_rack         | Parameter: rack=2, trailer=0
8095: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=1
8096: left_stack_rack           | Parameter: rack=0, trailer=0
8097: left_unstack_rack         | Parameter: rack=3, trailer=0
8098: left_stack_rack           | Parameter: rack=0, trailer=0
8099: left_unstack_rack         | Parameter: rack=3, trailer=0
8100: get_from_hangar           | Parameter: hangar=0, trailer_factory=1
8101: right_stack_rack          | Parameter: rack=0, trailer=1
8102: load_beluga               | Parameter: trailer_beluga=0
8103: right_stack_rack          | Parameter: rack=3, trailer=0
8104: left_unstack_rack         | Parameter: rack=4, trailer=0
8105: left_stack_rack           | Parameter: rack=6, trailer=0
8106: left_unstack_rack         | Parameter: rack=0, trailer=0
8107: left_stack_rack           | Parameter: rack=6, trailer=0
8108: right_stack_rack          | Parameter: rack=0, trailer=2
8109: left_unstack_rack         | Parameter: rack=5, trailer=0
8110: left_stack_rack           | Parameter: rack=4, trailer=0
8111: right_unstack_rack        | Parameter: rack=4, trailer_id=0
8112: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=0
8113: get_from_hangar           | Parameter: hangar=0, trailer_factory=0
8114: right_stack_rack          | Parameter: rack=3, trailer=0
8115: unload_beluga             | Parameter: -
8116: right_unstack_rack        | Parameter: rack=7, trailer=2
8117: right_unstack_rack        | Parameter: rack=3, trailer=0
8118: right_unstack_rack        | Parameter: rack=4, trailer=1
8119: right_stack_rack          | Parameter: rack=7, trailer=2
8120: left_stack_rack           | Parameter: rack=4, trailer=0
8121: left_unstack_rack         | Parameter: rack=7, trailer=0
8122: left_stack_rack           | Parameter: rack=0, trailer=0
8123: left_unstack_rack         | Parameter: rack=4, trailer=0
8124: right_stack_rack          | Parameter: rack=6, trailer=0
8125: right_stack_rack          | Parameter: rack=5, trailer=1
8126: right_unstack_rack        | Parameter: rack=4, trailer_id=0
8127: left_stack_rack           | Parameter: rack=6, trailer=0
8128: left_unstack_rack         | Parameter: rack=5, trailer=0
8129: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=0
8130: right_unstack_rack        | Parameter: rack=4, trailer_id=0
8131: get_from_hangar           | Parameter: hangar=0, trailer_factory=1
8132: left_stack_rack           | Parameter: rack=4, trailer=0
8133: left_unstack_rack         | Parameter: rack=3, trailer=0
8134: left_stack_rack           | Parameter: rack=5, trailer=0
8135: left_unstack_rack         | Parameter: rack=7, trailer=0
8136: right_stack_rack          | Parameter: rack=5, trailer=1
8137: right_stack_rack          | Parameter: rack=4, trailer=0
8138: left_stack_rack           | Parameter: rack=2, trailer=0
8139: left_unstack_rack         | Parameter: rack=3, trailer=0
8140: left_stack_rack           | Parameter: rack=4, trailer=0
8141: left_unstack_rack         | Parameter: rack=6, trailer=0
8142: right_unstack_rack        | Parameter: rack=4, trailer_id=0
8143: left_stack_rack           | Parameter: rack=4, trailer=0
8144: left_unstack_rack         | Parameter: rack=6, trailer=0
8145: right_unstack_rack        | Parameter: rack=0, trailer=2
8146: left_stack_rack           | Parameter: rack=6, trailer=0
8147: left_unstack_rack         | Parameter: rack=3, trailer=0
8148: right_unstack_rack        | Parameter: rack=0, trailer=1
8149: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=0
8150: get_from_hangar           | Parameter: hangar=0, trailer_factory=0
8151: left_stack_rack           | Parameter: rack=4, trailer=0
8152: left_unstack_rack         | Parameter: rack=3, trailer_id=0
8153: right_stack_rack          | Parameter: rack=4, trailer=0
8154: right_stack_rack          | Parameter: rack=7, trailer=1
8155: right_unstack_rack        | Parameter: rack=2, trailer=0
8156: right_unstack_rack        | Parameter: rack=3, trailer=1
8157: left_stack_rack           | Parameter: rack=7, trailer=0
8158: left_unstack_rack         | Parameter: rack=2, trailer_id=0
8159: right_stack_rack          | Parameter: rack=2, trailer=1
8160: right_unstack_rack        | Parameter: rack=0, trailer=1
8161: load_beluga               | Parameter: trailer_beluga=0
8162: unload_beluga             | Parameter: -
8163: left_stack_rack           | Parameter: rack=0, trailer=0
8164: left_unstack_rack         | Parameter: rack=5, trailer=0
8165: right_stack_rack          | Parameter: rack=0, trailer=0
8166: right_stack_rack          | Parameter: rack=3, trailer=2
8167: left_stack_rack           | Parameter: rack=3, trailer=0
8168: left_unstack_rack         | Parameter: rack=0, trailer=0
8169: left_stack_rack           | Parameter: rack=4, trailer=0
8170: left_unstack_rack         | Parameter: rack=5, trailer=0
8171: right_unstack_rack        | Parameter: rack=4, trailer=2
8172: left_stack_rack           | Parameter: rack=6, trailer=0
8173: left_unstack_rack         | Parameter: rack=7, trailer=0
8174: load_beluga               | Parameter: trailer_beluga=0
8175: left_unstack_rack         | Parameter: rack=2, trailer=0
8176: right_stack_rack          | Parameter: rack=7, trailer=1
8177: left_stack_rack           | Parameter: rack=6, trailer=0
8178: left_unstack_rack         | Parameter: rack=4, trailer=0
8179: right_unstack_rack        | Parameter: rack=6, trailer=1
8180: left_stack_rack           | Parameter: rack=5, trailer=0
8181: right_unstack_rack        | Parameter: rack=3, trailer=0
8182: left_unstack_rack         | Parameter: rack=6, trailer=0
8183: left_stack_rack           | Parameter: rack=2, trailer=0
8184: left_unstack_rack         | Parameter: rack=7, trailer=0
8185: right_stack_rack          | Parameter: rack=3, trailer=2
8186: right_stack_rack          | Parameter: rack=4, trailer=1
8187: left_stack_rack           | Parameter: rack=3, trailer=0
8188: left_unstack_rack         | Parameter: rack=0, trailer=0
8189: left_stack_rack           | Parameter: rack=6, trailer=0
8190: left_unstack_rack         | Parameter: rack=7, trailer=0
8191: right_unstack_rack        | Parameter: rack=4, trailer=1
8192: left_stack_rack           | Parameter: rack=7, trailer=0
8193: left_unstack_rack         | Parameter: rack=2, trailer=0
8194: right_unstack_rack        | Parameter: rack=5, trailer=2
8195: right_stack_rack          | Parameter: rack=3, trailer=2
8196: right_stack_rack          | Parameter: rack=7, trailer=1
8197: right_unstack_rack        | Parameter: rack=3, trailer=1
8198: right_stack_rack          | Parameter: rack=0, trailer=1
8199: right_stack_rack          | Parameter: rack=0, trailer=0
8200: right_unstack_rack        | Parameter: rack=7, trailer=0
8201: right_unstack_rack        | Parameter: rack=2, trailer=2
8202: right_stack_rack          | Parameter: rack=4, trailer=0
8203: right_stack_rack          | Parameter: rack=6, trailer=2
8204: right_unstack_rack        | Parameter: rack=7, trailer=1
8205: right_unstack_rack        | Parameter: rack=2, trailer=0
8206: right_stack_rack          | Parameter: rack=7, trailer=0
8207: right_stack_rack          | Parameter: rack=7, trailer=1
8208: left_stack_rack           | Parameter: rack=3, trailer=0
8209: left_unstack_rack         | Parameter: rack=7, trailer=0
8210: right_unstack_rack        | Parameter: rack=3, trailer=2
8211: load_beluga               | Parameter: trailer_beluga=0
8212: left_unstack_rack         | Parameter: rack=0, trailer=0
8213: right_unstack_rack        | Parameter: rack=6, trailer=0
8214: right_unstack_rack        | Parameter: rack=4, trailer=1
8215: left_stack_rack           | Parameter: rack=0, trailer=0
8216: left_unstack_rack         | Parameter: rack=7, trailer=0
8217: right_stack_rack          | Parameter: rack=6, trailer=0
8218: right_stack_rack          | Parameter: rack=7, trailer=2
8219: right_stack_rack          | Parameter: rack=7, trailer=1
8220: right_unstack_rack        | Parameter: rack=1, trailer=2
8221: right_unstack_rack        | Parameter: rack=0, trailer=1
8222: left_stack_rack           | Parameter: rack=0, trailer=0
8223: left_unstack_rack         | Parameter: rack=3, trailer=0
8224: left_stack_rack           | Parameter: rack=4, trailer=0
8225: left_unstack_rack         | Parameter: rack=3, trailer=0
8226: right_unstack_rack        | Parameter: rack=7, trailer=0
8227: left_stack_rack           | Parameter: rack=0, trailer=0
8228: left_unstack_rack         | Parameter: rack=6, trailer=0
8229: right_stack_rack          | Parameter: rack=3, trailer=1
8230: left_stack_rack           | Parameter: rack=0, trailer=0
8231: left_unstack_rack         | Parameter: rack=7, trailer=0
8232: right_unstack_rack        | Parameter: rack=1, trailer=1
8233: left_stack_rack           | Parameter: rack=3, trailer=0
8234: right_stack_rack          | Parameter: rack=7, trailer=0
8235: right_unstack_rack        | Parameter: rack=1, trailer_id=0
8236: left_unstack_rack         | Parameter: rack=4, trailer=0
8237: right_stack_rack          | Parameter: rack=2, trailer=2
8238: right_stack_rack          | Parameter: rack=2, trailer=1
8239: right_unstack_rack        | Parameter: rack=2, trailer=2
8240: left_stack_rack           | Parameter: rack=7, trailer=0
8241: left_unstack_rack         | Parameter: rack=2, trailer_id=0
8242: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=0
8243: load_beluga               | Parameter: trailer_beluga=0
8244: right_unstack_rack        | Parameter: rack=6, trailer=0
8245: left_unstack_rack         | Parameter: rack=7, trailer=0
8246: left_stack_rack           | Parameter: rack=0, trailer=0
8247: right_unstack_rack        | Parameter: rack=0, trailer=1
8248: right_stack_rack          | Parameter: rack=6, trailer=0
8249: right_unstack_rack        | Parameter: rack=1, trailer=0
8250: left_unstack_rack         | Parameter: rack=6, trailer=0
8251: left_stack_rack           | Parameter: rack=7, trailer=0
8252: unload_beluga             | Parameter: -
8253: left_stack_rack           | Parameter: rack=6, trailer=0
8254: unload_beluga             | Parameter: -
8255: left_stack_rack           | Parameter: rack=5, trailer=0
8256: left_unstack_rack         | Parameter: rack=1, trailer=0
8257: left_stack_rack           | Parameter: rack=2, trailer=0
8258: right_stack_rack          | Parameter: rack=2, trailer=0
8259: right_stack_rack          | Parameter: rack=4, trailer=2
8260: unload_beluga             | Parameter: -
8261: get_from_hangar           | Parameter: hangar=0, trailer_factory=0
8262: right_unstack_rack        | Parameter: rack=7, trailer=2
8263: left_stack_rack           | Parameter: rack=7, trailer=0
8264: left_unstack_rack         | Parameter: rack=2, trailer=0
8265: left_stack_rack           | Parameter: rack=3, trailer=0
8266: left_unstack_rack         | Parameter: rack=2, trailer=0
8267: right_stack_rack          | Parameter: rack=4, trailer=1
8268: right_stack_rack          | Parameter: rack=2, trailer=2
8269: left_stack_rack           | Parameter: rack=1, trailer=0
8270: left_unstack_rack         | Parameter: rack=2, trailer_id=0
8271: right_unstack_rack        | Parameter: rack=3, trailer=1
8272: right_unstack_rack        | Parameter: rack=0, trailer=2
8273: right_stack_rack          | Parameter: rack=4, trailer=2
8274: load_beluga               | Parameter: trailer_beluga=0
8275: right_unstack_rack        | Parameter: rack=4, trailer=2
8276: right_stack_rack          | Parameter: rack=1, trailer=2
8277: right_unstack_rack        | Parameter: rack=4, trailer=2
8278: right_stack_rack          | Parameter: rack=6, trailer=2
8279: right_unstack_rack        | Parameter: rack=0, trailer=2
8280: left_unstack_rack         | Parameter: rack=6, trailer=0
8281: left_stack_rack           | Parameter: rack=2, trailer=0
8282: left_unstack_rack         | Parameter: rack=6, trailer=0
8283: right_stack_rack          | Parameter: rack=2, trailer=2
8284: right_unstack_rack        | Parameter: rack=4, trailer=2
8285: left_stack_rack           | Parameter: rack=4, trailer=0
8286: right_stack_rack          | Parameter: rack=2, trailer=2
8287: right_unstack_rack        | Parameter: rack=6, trailer=2
8288: right_stack_rack          | Parameter: rack=7, trailer=2
8289: right_unstack_rack        | Parameter: rack=2, trailer=2
8290: left_unstack_rack         | Parameter: rack=6, trailer_id=0
8291: right_stack_rack          | Parameter: rack=4, trailer=0
8292: right_unstack_rack        | Parameter: rack=2, trailer=0
8293: right_stack_rack          | Parameter: rack=2, trailer=1
8294: right_unstack_rack        | Parameter: rack=1, trailer=1
8295: load_beluga               | Parameter: trailer_beluga=0
8296: unload_beluga             | Parameter: -
8297: left_stack_rack           | Parameter: rack=6, trailer=0
8298: unload_beluga             | Parameter: -
8299: right_stack_rack          | Parameter: rack=1, trailer=0
8300: right_unstack_rack        | Parameter: rack=6, trailer=0
8301: right_stack_rack          | Parameter: rack=6, trailer=2
8302: left_stack_rack           | Parameter: rack=1, trailer=0
8303: left_unstack_rack         | Parameter: rack=2, trailer=0
8304: left_stack_rack           | Parameter: rack=1, trailer=0
8305: left_unstack_rack         | Parameter: rack=4, trailer=0
8306: right_stack_rack          | Parameter: rack=1, trailer=1
8307: right_unstack_rack        | Parameter: rack=7, trailer=2
8308: right_unstack_rack        | Parameter: rack=5, trailer=1
8309: right_stack_rack          | Parameter: rack=2, trailer=2
8310: right_unstack_rack        | Parameter: rack=1, trailer=2
8311: right_stack_rack          | Parameter: rack=2, trailer=2
8312: right_unstack_rack        | Parameter: rack=0, trailer=2
8313: right_stack_rack          | Parameter: rack=1, trailer=0
8314: right_unstack_rack        | Parameter: rack=7, trailer=0
8315: right_stack_rack          | Parameter: rack=5, trailer=1
8316: right_unstack_rack        | Parameter: rack=3, trailer=1
8317: right_stack_rack          | Parameter: rack=0, trailer=1
8318: right_unstack_rack        | Parameter: rack=2, trailer=1
8319: right_stack_rack          | Parameter: rack=4, trailer=2
8320: right_stack_rack          | Parameter: rack=1, trailer=1
8321: right_stack_rack          | Parameter: rack=7, trailer=0
8322: right_unstack_rack        | Parameter: rack=5, trailer=1
8323: right_stack_rack          | Parameter: rack=6, trailer=1
8324: right_unstack_rack        | Parameter: rack=6, trailer=2
8325: right_unstack_rack        | Parameter: rack=5, trailer=1
8326: right_stack_rack          | Parameter: rack=6, trailer=1
8327: right_unstack_rack        | Parameter: rack=2, trailer=1
8328: right_unstack_rack        | Parameter: rack=4, trailer=0
8329: left_stack_rack           | Parameter: rack=5, trailer=0
8330: left_unstack_rack         | Parameter: rack=1, trailer=0
8331: right_stack_rack          | Parameter: rack=4, trailer=0
8332: left_stack_rack           | Parameter: rack=5, trailer=0
8333: right_unstack_rack        | Parameter: rack=6, trailer=0
8334: left_unstack_rack         | Parameter: rack=5, trailer=0
8335: right_stack_rack          | Parameter: rack=2, trailer=1
8336: right_unstack_rack        | Parameter: rack=5, trailer=1
8337: right_stack_rack          | Parameter: rack=7, trailer=1
8338: right_stack_rack          | Parameter: rack=2, trailer=0
8339: right_stack_rack          | Parameter: rack=5, trailer=2
8340: left_stack_rack           | Parameter: rack=3, trailer=0
8341: left_unstack_rack         | Parameter: rack=4, trailer=0
8342: right_unstack_rack        | Parameter: rack=0, trailer=1
8343: right_unstack_rack        | Parameter: rack=6, trailer=2
8344: right_stack_rack          | Parameter: rack=4, trailer=1
8345: right_stack_rack          | Parameter: rack=6, trailer=2
8346: right_unstack_rack        | Parameter: rack=5, trailer=0
8347: left_stack_rack           | Parameter: rack=5, trailer=0
8348: left_unstack_rack         | Parameter: rack=3, trailer=0
8349: right_stack_rack          | Parameter: rack=6, trailer=0
8350: right_unstack_rack        | Parameter: rack=5, trailer=0
8351: left_stack_rack           | Parameter: rack=6, trailer=0
8352: left_unstack_rack         | Parameter: rack=3, trailer=0
8353: right_stack_rack          | Parameter: rack=5, trailer=0
8354: left_stack_rack           | Parameter: rack=4, trailer=0
8355: left_unstack_rack         | Parameter: rack=2, trailer=0
8356: left_stack_rack           | Parameter: rack=3, trailer=0
8357: right_unstack_rack        | Parameter: rack=6, trailer=1
8358: right_unstack_rack        | Parameter: rack=6, trailer=0
8359: right_unstack_rack        | Parameter: rack=2, trailer=2
8360: left_unstack_rack         | Parameter: rack=2, trailer_id=0
8361: right_stack_rack          | Parameter: rack=6, trailer=0
8362: right_unstack_rack        | Parameter: rack=3, trailer=0
8363: load_beluga               | Parameter: trailer_beluga=0
8364: left_unstack_rack         | Parameter: rack=6, trailer=0
8365: right_stack_rack          | Parameter: rack=6, trailer=2
8366: right_stack_rack          | Parameter: rack=2, trailer=0
8367: right_unstack_rack        | Parameter: rack=7, trailer=0
8368: left_stack_rack           | Parameter: rack=3, trailer=0
8369: left_unstack_rack         | Parameter: rack=5, trailer=0
8370: right_stack_rack          | Parameter: rack=3, trailer=1
8371: right_unstack_rack        | Parameter: rack=0, trailer=2
8372: left_stack_rack           | Parameter: rack=5, trailer=0
8373: left_unstack_rack         | Parameter: rack=1, trailer=0
8374: left_stack_rack           | Parameter: rack=5, trailer=0
8375: left_unstack_rack         | Parameter: rack=1, trailer=0
8376: right_unstack_rack        | Parameter: rack=0, trailer=1
8377: right_stack_rack          | Parameter: rack=0, trailer=0
8378: right_unstack_rack        | Parameter: rack=6, trailer=0
8379: left_stack_rack           | Parameter: rack=1, trailer=0
8380: left_unstack_rack         | Parameter: rack=0, trailer=0
8381: left_stack_rack           | Parameter: rack=2, trailer=0
8382: left_unstack_rack         | Parameter: rack=1, trailer=0
8383: right_stack_rack          | Parameter: rack=1, trailer=1
8384: right_stack_rack          | Parameter: rack=6, trailer=2
8385: left_stack_rack           | Parameter: rack=1, trailer=0
8386: left_unstack_rack         | Parameter: rack=5, trailer=0
8387: right_unstack_rack        | Parameter: rack=1, trailer=2
8388: left_stack_rack           | Parameter: rack=0, trailer=0
8389: left_unstack_rack         | Parameter: rack=1, trailer=0
8390: right_stack_rack          | Parameter: rack=1, trailer=2
8391: right_stack_rack          | Parameter: rack=3, trailer=0
8392: right_unstack_rack        | Parameter: rack=4, trailer=2
8393: right_unstack_rack        | Parameter: rack=7, trailer=0
8394: right_unstack_rack        | Parameter: rack=4, trailer=1
8395: right_stack_rack          | Parameter: rack=6, trailer=0
8396: right_stack_rack          | Parameter: rack=0, trailer=1
8397: right_unstack_rack        | Parameter: rack=5, trailer=0
8398: right_stack_rack          | Parameter: rack=5, trailer=2
8399: right_stack_rack          | Parameter: rack=0, trailer=0
8400: right_unstack_rack        | Parameter: rack=7, trailer=0
8401: left_stack_rack           | Parameter: rack=0, trailer=0
8402: left_unstack_rack         | Parameter: rack=7, trailer=0
8403: left_stack_rack           | Parameter: rack=2, trailer=0
8404: left_unstack_rack         | Parameter: rack=1, trailer=0
8405: left_stack_rack           | Parameter: rack=0, trailer=0
8406: left_unstack_rack         | Parameter: rack=3, trailer=0
8407: right_stack_rack          | Parameter: rack=5, trailer=0
8408: left_stack_rack           | Parameter: rack=2, trailer=0
8409: left_unstack_rack         | Parameter: rack=7, trailer=0
8410: right_unstack_rack        | Parameter: rack=2, trailer=1
8411: left_stack_rack           | Parameter: rack=2, trailer=0
8412: left_unstack_rack         | Parameter: rack=7, trailer=0
8413: right_stack_rack          | Parameter: rack=5, trailer=1
8414: left_stack_rack           | Parameter: rack=1, trailer=0
8415: left_unstack_rack         | Parameter: rack=7, trailer_id=0
8416: load_beluga               | Parameter: trailer_beluga=0
8417: left_unstack_rack         | Parameter: rack=6, trailer=0
8418: right_unstack_rack        | Parameter: rack=2, trailer_id=0
8419: left_stack_rack           | Parameter: rack=6, trailer=0
8420: left_unstack_rack         | Parameter: rack=0, trailer=0
8421: right_unstack_rack        | Parameter: rack=1, trailer=1
8422: right_stack_rack          | Parameter: rack=2, trailer=1
8423: right_stack_rack          | Parameter: rack=5, trailer=0
8424: left_stack_rack           | Parameter: rack=0, trailer=0
8425: left_unstack_rack         | Parameter: rack=2, trailer=0
8426: right_unstack_rack        | Parameter: rack=5, trailer_id=0
8427: right_unstack_rack        | Parameter: rack=6, trailer=2
8428: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=0
8429: right_stack_rack          | Parameter: rack=5, trailer=2
8430: left_stack_rack           | Parameter: rack=2, trailer=0
8431: get_from_hangar           | Parameter: hangar=0, trailer_factory=0
8432: left_unstack_rack         | Parameter: rack=3, trailer=0
8433: right_unstack_rack        | Parameter: rack=6, trailer=2
8434: right_unstack_rack        | Parameter: rack=5, trailer=1
8435: left_stack_rack           | Parameter: rack=7, trailer=0
8436: left_unstack_rack         | Parameter: rack=0, trailer=0
8437: left_stack_rack           | Parameter: rack=2, trailer=0
8438: left_unstack_rack         | Parameter: rack=1, trailer=0
8439: left_stack_rack           | Parameter: rack=6, trailer=0
8440: left_unstack_rack         | Parameter: rack=5, trailer=0
8441: left_stack_rack           | Parameter: rack=6, trailer=0
8442: left_unstack_rack         | Parameter: rack=5, trailer=0
8443: right_stack_rack          | Parameter: rack=7, trailer=2
8444: right_stack_rack          | Parameter: rack=3, trailer=1
8445: right_stack_rack          | Parameter: rack=1, trailer=0
8446: left_stack_rack           | Parameter: rack=2, trailer=0
8447: left_unstack_rack         | Parameter: rack=3, trailer=0
8448: right_unstack_rack        | Parameter: rack=4, trailer=2
8449: right_stack_rack          | Parameter: rack=7, trailer=2
8450: left_stack_rack           | Parameter: rack=0, trailer=0
8451: left_unstack_rack         | Parameter: rack=2, trailer=0
8452: left_stack_rack           | Parameter: rack=3, trailer=0
8453: left_unstack_rack         | Parameter: rack=2, trailer=0
8454: left_stack_rack           | Parameter: rack=7, trailer=0
8455: left_unstack_rack         | Parameter: rack=1, trailer=0
8456: left_stack_rack           | Parameter: rack=5, trailer=0
8457: left_unstack_rack         | Parameter: rack=3, trailer=0
8458: right_unstack_rack        | Parameter: rack=0, trailer=0
8459: right_unstack_rack        | Parameter: rack=4, trailer=1
8460: right_unstack_rack        | Parameter: rack=5, trailer=2
8461: right_stack_rack          | Parameter: rack=3, trailer=2
8462: right_unstack_rack        | Parameter: rack=0, trailer=2
8463: left_stack_rack           | Parameter: rack=4, trailer=0
8464: left_unstack_rack         | Parameter: rack=1, trailer=0
8465: left_stack_rack           | Parameter: rack=5, trailer=0
8466: left_unstack_rack         | Parameter: rack=1, trailer_id=0
8467: right_stack_rack          | Parameter: rack=0, trailer=1
8468: right_unstack_rack        | Parameter: rack=6, trailer=1
8469: right_stack_rack          | Parameter: rack=3, trailer=2
8470: right_unstack_rack        | Parameter: rack=2, trailer=2
8471: load_beluga               | Parameter: trailer_beluga=0
8472: left_unstack_rack         | Parameter: rack=5, trailer_id=0
8473: load_beluga               | Parameter: trailer_beluga=0
8474: left_unstack_rack         | Parameter: rack=4, trailer=0
8475: left_stack_rack           | Parameter: rack=5, trailer=0
8476: unload_beluga             | Parameter: -
8477: right_stack_rack          | Parameter: rack=1, trailer=2
8478: right_unstack_rack        | Parameter: rack=6, trailer=2
8479: right_stack_rack          | Parameter: rack=6, trailer=1
8480: right_unstack_rack        | Parameter: rack=0, trailer=1
8481: left_stack_rack           | Parameter: rack=2, trailer=0
8482: right_stack_rack          | Parameter: rack=0, trailer=2
8483: right_unstack_rack        | Parameter: rack=6, trailer=2
8484: left_unstack_rack         | Parameter: rack=6, trailer=0
8485: right_stack_rack          | Parameter: rack=6, trailer=1
8486: right_unstack_rack        | Parameter: rack=3, trailer=1
8487: left_stack_rack           | Parameter: rack=0, trailer=0
8488: right_stack_rack          | Parameter: rack=1, trailer=0
8489: right_unstack_rack        | Parameter: rack=7, trailer=0
8490: right_stack_rack          | Parameter: rack=1, trailer=2
